vibe_category,vibe_description,song_name,artist_name,recommendation_reasoning,genre_category,comment_score,extraction_confidence,source_url,data_source,relation_type,anchor_reference_artist,anchor_reference_song,delta_description,reasoning_text,playlist_name,playlist_id,curator,sequence_position,spotify_id,popularity,extraction_method,search_query,vibe_category_hint
,"Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist - To Glory. Best inspirational trailer&#x2F;movie&#x2F;film&#x2F;game soundtracks&#x2F;scores. Most intense classical orchestras for studying&#x2F;reading&#x2F;workout and similar activities. Epic II [P",SkyWorld,"Thomas Bergersen, Two Steps from Hell","From Spotify playlist: Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist (curated by Demfire Creation). Position 15.",,46,high,https://open.spotify.com/playlist/3KSE9kdmJBAvTLdpWvljvz,spotify,,,,,,"Epic Motivational Powerful Music - Motivation Songs, Cinematic Orchestral Buildups - 2025 Playlist",3KSE9kdmJBAvTLdpWvljvz,Demfire Creation,14,0hiC2LNYtV93SVHsjkTlgy,46,spotify_playlist,epic cinematic,epic
,"Dramatic Orchestral Music - Musical pieces that are very moving, emotional, and deep. The painting is &quot;The Last Journey&quot; by Jakub Schikaneder.",Sensemayá,"Silvestre Revueltas, Gustavo Dudamel, Simón Bolívar Youth Orchestra of Venezuela",From Spotify playlist: Dramatic Orchestral Music (curated by Madelinaaa23). Position 1.,,0,high,https://open.spotify.com/playlist/73NqEfToWDvE4pcIU7s3CR,spotify,,,,,,Dramatic Orchestral Music,73NqEfToWDvE4pcIU7s3CR,Madelinaaa23,0,7fIHctbFPh24IFAAyJldwx,0,spotify_playlist,dramatic orchestral,epic
,"Dramatic Orchestral Music - Musical pieces that are very moving, emotional, and deep. The painting is &quot;The Last Journey&quot; by Jakub Schikaneder.","Requiem, K. 626 (Ed. Beyer/Levin): IIIf. Lacrimosa - Live","Wolfgang Amadeus Mozart, Berliner Philharmoniker, Claudio Abbado, Swedish Radio Choir, Kay Johannsen",From Spotify playlist: Dramatic Orchestral Music (curated by Madelinaaa23). Position 2.,,51,high,https://open.spotify.com/playlist/73NqEfToWDvE4pcIU7s3CR,spotify,,,,,,Dramatic Orchestral Music,73NqEfToWDvE4pcIU7s3CR,Madelinaaa23,1,6izxDWP8kx2yErjuHOdhHV,51,spotify_playlist,dramatic orchestral,epic
,"Dramatic Orchestral Music - Musical pieces that are very moving, emotional, and deep. The painting is &quot;The Last Journey&quot; by Jakub Schikaneder.","Schindler's List : Main Theme From ""Schindler's List""","John Williams, Nicola Benedetti, Kirill Karabits, Bournemouth Symphony Orchestra",From Spotify playlist: Dramatic Orchestral Music (curated by Madelinaaa23). Position 3.,,0,high,https://open.spotify.com/playlist/73NqEfToWDvE4pcIU7s3CR,spotify,,,,,,Dramatic Orchestral Music,73NqEfToWDvE4pcIU7s3CR,Madelinaaa23,2,6ZlQVWi3XuM90rRSUZ8y9y,0,spotify_playlist,dramatic orchestral,epic
,"Dramatic Orchestral Music - Musical pieces that are very moving, emotional, and deep. The painting is &quot;The Last Journey&quot; by Jakub Schikaneder.","Requiem in B-Flat Minor, Op. 89, B. 165: I. Requiem aeternam","Antonín Dvořák, Gabriela Beňačková, Brigitte Fassbaender, Thomas Moser, Jan-Hendrik Rootering, Czech Philharmonic, Prague Philharmonic Choir, Wolfgang Sawallisch, Lubomir Matl",From Spotify playlist: Dramatic Orchestral Music (curated by Madelinaaa23). Position 4.,,12,high,https://open.spotify.com/playlist/73NqEfToWDvE4pcIU7s3CR,spotify,,,,,,Dramatic Orchestral Music,73NqEfToWDvE4pcIU7s3CR,Madelinaaa23,3,6YDDUJudtBdWK5to2pjhoO,12,spotify_playlist,dramatic orchestral,epic
,"Dramatic Orchestral Music - Musical pieces that are very moving, emotional, and deep. The painting is &quot;The Last Journey&quot; by Jakub Schikaneder.","The Planets, Op. 32: II. Venus, the Bringer of Peace","Gustav Holst, Los Angeles Philharmonic, Zubin Mehta",From Spotify playlist: Dramatic Orchestral Music (curated by Madelinaaa23). Position 5.,,19,high,https://open.spotify.com/playlist/73NqEfToWDvE4pcIU7s3CR,spotify,,,,,,Dramatic Orchestral Music,73NqEfToWDvE4pcIU7s3CR,Madelinaaa23,4,5hdJrq7aa1HOUEgP1O1uqc,19,spotify_playlist,dramatic orchestral,epic
,"Dramatic Orchestral Music - Musical pieces that are very moving, emotional, and deep. The painting is &quot;The Last Journey&quot; by Jakub Schikaneder.","The Planets, Op. 32, H. 125: IV. Jupiter, the Bringer of Jollity","Gustav Holst, Kansas City Symphony, Michael Stern",From Spotify playlist: Dramatic Orchestral Music (curated by Madelinaaa23). Position 6.,,0,high,https://open.spotify.com/playlist/73NqEfToWDvE4pcIU7s3CR,spotify,,,,,,Dramatic Orchestral Music,73NqEfToWDvE4pcIU7s3CR,Madelinaaa23,5,3OjbUkoryQX47hd0t9HyuK,0,spotify_playlist,dramatic orchestral,epic
,"Dramatic Orchestral Music - Musical pieces that are very moving, emotional, and deep. The painting is &quot;The Last Journey&quot; by Jakub Schikaneder.","The Planets, Op. 32, H. 125: I. Mars, the Bringer of War","Gustav Holst, Kansas City Symphony, Michael Stern",From Spotify playlist: Dramatic Orchestral Music (curated by Madelinaaa23). Position 7.,,0,high,https://open.spotify.com/playlist/73NqEfToWDvE4pcIU7s3CR,spotify,,,,,,Dramatic Orchestral Music,73NqEfToWDvE4pcIU7s3CR,Madelinaaa23,6,08i3LqX0LijeLAiuJShjPm,0,spotify_playlist,dramatic orchestral,epic
,"Dramatic Orchestral Music - Musical pieces that are very moving, emotional, and deep. The painting is &quot;The Last Journey&quot; by Jakub Schikaneder.",Miroirs: III. Une barque sur l'océan,"Maurice Ravel, André Laplante",From Spotify playlist: Dramatic Orchestral Music (curated by Madelinaaa23). Position 8.,,58,high,https://open.spotify.com/playlist/73NqEfToWDvE4pcIU7s3CR,spotify,,,,,,Dramatic Orchestral Music,73NqEfToWDvE4pcIU7s3CR,Madelinaaa23,7,4JOEMgLkrHp8K1XNmyNffH,58,spotify_playlist,dramatic orchestral,epic
,"Dark Orchestral Ambience - Epic Dark Fantasy Music - Dark orchestral for dark thoughts. Villain, Anti-hero, Antagonist feeling with dramatic &#x2F; agressive &#x2F; mystery &#x2F; creepy music. Violin, Strings and Choir based. #DarkClassical #DarkOrches",Notes From Abyss,Jeretar,From Spotify playlist: Dark Orchestral Ambience - Epic Dark Fantasy Music (curated by Emre Teselli). Position 1.,,30,high,https://open.spotify.com/playlist/53PVAhASlppVboAbhT8Yck,spotify,,,,,,Dark Orchestral Ambience - Epic Dark Fantasy Music,53PVAhASlppVboAbhT8Yck,Emre Teselli,0,4ynUDkrW6X9AAMPsMAZt9V,30,spotify_playlist,dramatic orchestral,epic
,"Dark Orchestral Ambience - Epic Dark Fantasy Music - Dark orchestral for dark thoughts. Villain, Anti-hero, Antagonist feeling with dramatic &#x2F; agressive &#x2F; mystery &#x2F; creepy music. Violin, Strings and Choir based. #DarkClassical #DarkOrches",Is My Crown Ready,Jeretar,From Spotify playlist: Dark Orchestral Ambience - Epic Dark Fantasy Music (curated by Emre Teselli). Position 2.,,24,high,https://open.spotify.com/playlist/53PVAhASlppVboAbhT8Yck,spotify,,,,,,Dark Orchestral Ambience - Epic Dark Fantasy Music,53PVAhASlppVboAbhT8Yck,Emre Teselli,1,1LXJj80IDZFKXaZopft3YG,24,spotify_playlist,dramatic orchestral,epic
,"Dark Orchestral Ambience - Epic Dark Fantasy Music - Dark orchestral for dark thoughts. Villain, Anti-hero, Antagonist feeling with dramatic &#x2F; agressive &#x2F; mystery &#x2F; creepy music. Violin, Strings and Choir based. #DarkClassical #DarkOrches",Kneel Before the Crown,Audiomachine,From Spotify playlist: Dark Orchestral Ambience - Epic Dark Fantasy Music (curated by Emre Teselli). Position 3.,,32,high,https://open.spotify.com/playlist/53PVAhASlppVboAbhT8Yck,spotify,,,,,,Dark Orchestral Ambience - Epic Dark Fantasy Music,53PVAhASlppVboAbhT8Yck,Emre Teselli,2,18VusunnTXR3PGOOtTyTSE,32,spotify_playlist,dramatic orchestral,epic
,"Dark Orchestral Ambience - Epic Dark Fantasy Music - Dark orchestral for dark thoughts. Villain, Anti-hero, Antagonist feeling with dramatic &#x2F; agressive &#x2F; mystery &#x2F; creepy music. Violin, Strings and Choir based. #DarkClassical #DarkOrches",Antagonist,Jeretar,From Spotify playlist: Dark Orchestral Ambience - Epic Dark Fantasy Music (curated by Emre Teselli). Position 4.,,23,high,https://open.spotify.com/playlist/53PVAhASlppVboAbhT8Yck,spotify,,,,,,Dark Orchestral Ambience - Epic Dark Fantasy Music,53PVAhASlppVboAbhT8Yck,Emre Teselli,3,6p7XvaeSsKVkZ4plMkHQ99,23,spotify_playlist,dramatic orchestral,epic
,"Dark Orchestral Ambience - Epic Dark Fantasy Music - Dark orchestral for dark thoughts. Villain, Anti-hero, Antagonist feeling with dramatic &#x2F; agressive &#x2F; mystery &#x2F; creepy music. Violin, Strings and Choir based. #DarkClassical #DarkOrches",The Mad Queen,Rok Nardin,From Spotify playlist: Dark Orchestral Ambience - Epic Dark Fantasy Music (curated by Emre Teselli). Position 5.,,47,high,https://open.spotify.com/playlist/53PVAhASlppVboAbhT8Yck,spotify,,,,,,Dark Orchestral Ambience - Epic Dark Fantasy Music,53PVAhASlppVboAbhT8Yck,Emre Teselli,4,32Dd5uSqhkV2DuxmC2ccW0,47,spotify_playlist,dramatic orchestral,epic
,"Dark Orchestral Ambience - Epic Dark Fantasy Music - Dark orchestral for dark thoughts. Villain, Anti-hero, Antagonist feeling with dramatic &#x2F; agressive &#x2F; mystery &#x2F; creepy music. Violin, Strings and Choir based. #DarkClassical #DarkOrches",Notes From Hell,Jeretar,From Spotify playlist: Dark Orchestral Ambience - Epic Dark Fantasy Music (curated by Emre Teselli). Position 6.,,21,high,https://open.spotify.com/playlist/53PVAhASlppVboAbhT8Yck,spotify,,,,,,Dark Orchestral Ambience - Epic Dark Fantasy Music,53PVAhASlppVboAbhT8Yck,Emre Teselli,5,4ru2J3bHePbU15ZJTEZVUS,21,spotify_playlist,dramatic orchestral,epic
,"Dark Orchestral Ambience - Epic Dark Fantasy Music - Dark orchestral for dark thoughts. Villain, Anti-hero, Antagonist feeling with dramatic &#x2F; agressive &#x2F; mystery &#x2F; creepy music. Violin, Strings and Choir based. #DarkClassical #DarkOrches",The Mad Devil,Rok Nardin,From Spotify playlist: Dark Orchestral Ambience - Epic Dark Fantasy Music (curated by Emre Teselli). Position 7.,,39,high,https://open.spotify.com/playlist/53PVAhASlppVboAbhT8Yck,spotify,,,,,,Dark Orchestral Ambience - Epic Dark Fantasy Music,53PVAhASlppVboAbhT8Yck,Emre Teselli,6,2NM3omCQ1uqEiKmzlgzooP,39,spotify_playlist,dramatic orchestral,epic
,"Dark Orchestral Ambience - Epic Dark Fantasy Music - Dark orchestral for dark thoughts. Villain, Anti-hero, Antagonist feeling with dramatic &#x2F; agressive &#x2F; mystery &#x2F; creepy music. Violin, Strings and Choir based. #DarkClassical #DarkOrches",The Untold,Secession Studios,From Spotify playlist: Dark Orchestral Ambience - Epic Dark Fantasy Music (curated by Emre Teselli). Position 8.,,55,high,https://open.spotify.com/playlist/53PVAhASlppVboAbhT8Yck,spotify,,,,,,Dark Orchestral Ambience - Epic Dark Fantasy Music,53PVAhASlppVboAbhT8Yck,Emre Teselli,7,2YGckbcAmjxbiZbYVAz5UW,55,spotify_playlist,dramatic orchestral,epic
,"Dark Orchestral Ambience - Epic Dark Fantasy Music - Dark orchestral for dark thoughts. Villain, Anti-hero, Antagonist feeling with dramatic &#x2F; agressive &#x2F; mystery &#x2F; creepy music. Violin, Strings and Choir based. #DarkClassical #DarkOrches",Deceit and Betrayal,"Harry Lightfoot, Audiomachine",From Spotify playlist: Dark Orchestral Ambience - Epic Dark Fantasy Music (curated by Emre Teselli). Position 9.,,0,high,https://open.spotify.com/playlist/53PVAhASlppVboAbhT8Yck,spotify,,,,,,Dark Orchestral Ambience - Epic Dark Fantasy Music,53PVAhASlppVboAbhT8Yck,Emre Teselli,8,41DXS6pHr8pYma7vrZG49N,0,spotify_playlist,dramatic orchestral,epic
,"Dark Orchestral Ambience - Epic Dark Fantasy Music - Dark orchestral for dark thoughts. Villain, Anti-hero, Antagonist feeling with dramatic &#x2F; agressive &#x2F; mystery &#x2F; creepy music. Violin, Strings and Choir based. #DarkClassical #DarkOrches",Phantom Lullaby,Jeretar,From Spotify playlist: Dark Orchestral Ambience - Epic Dark Fantasy Music (curated by Emre Teselli). Position 10.,,28,high,https://open.spotify.com/playlist/53PVAhASlppVboAbhT8Yck,spotify,,,,,,Dark Orchestral Ambience - Epic Dark Fantasy Music,53PVAhASlppVboAbhT8Yck,Emre Teselli,9,4kgaTXW5IArtDQP9i1yeA6,28,spotify_playlist,dramatic orchestral,epic
,"Dark Orchestral Ambience - Epic Dark Fantasy Music - Dark orchestral for dark thoughts. Villain, Anti-hero, Antagonist feeling with dramatic &#x2F; agressive &#x2F; mystery &#x2F; creepy music. Violin, Strings and Choir based. #DarkClassical #DarkOrches",The Nightmare,Jeretar,From Spotify playlist: Dark Orchestral Ambience - Epic Dark Fantasy Music (curated by Emre Teselli). Position 11.,,18,high,https://open.spotify.com/playlist/53PVAhASlppVboAbhT8Yck,spotify,,,,,,Dark Orchestral Ambience - Epic Dark Fantasy Music,53PVAhASlppVboAbhT8Yck,Emre Teselli,10,3SBOWnmTUgtBBtFrdGfhKk,18,spotify_playlist,dramatic orchestral,epic
,"Dark Orchestral Ambience - Epic Dark Fantasy Music - Dark orchestral for dark thoughts. Villain, Anti-hero, Antagonist feeling with dramatic &#x2F; agressive &#x2F; mystery &#x2F; creepy music. Violin, Strings and Choir based. #DarkClassical #DarkOrches",Dawn of Faith,Eternal Eclipse,From Spotify playlist: Dark Orchestral Ambience - Epic Dark Fantasy Music (curated by Emre Teselli). Position 12.,,50,high,https://open.spotify.com/playlist/53PVAhASlppVboAbhT8Yck,spotify,,,,,,Dark Orchestral Ambience - Epic Dark Fantasy Music,53PVAhASlppVboAbhT8Yck,Emre Teselli,11,2N8pjeNjFT8Fw58e5z2LDf,50,spotify_playlist,dramatic orchestral,epic
,"Dark Orchestral Ambience - Epic Dark Fantasy Music - Dark orchestral for dark thoughts. Villain, Anti-hero, Antagonist feeling with dramatic &#x2F; agressive &#x2F; mystery &#x2F; creepy music. Violin, Strings and Choir based. #DarkClassical #DarkOrches",March To War,Jeretar,From Spotify playlist: Dark Orchestral Ambience - Epic Dark Fantasy Music (curated by Emre Teselli). Position 13.,,19,high,https://open.spotify.com/playlist/53PVAhASlppVboAbhT8Yck,spotify,,,,,,Dark Orchestral Ambience - Epic Dark Fantasy Music,53PVAhASlppVboAbhT8Yck,Emre Teselli,12,3YLV3HweCGqR1h3qwxJuu4,19,spotify_playlist,dramatic orchestral,epic
,"Dark Orchestral Ambience - Epic Dark Fantasy Music - Dark orchestral for dark thoughts. Villain, Anti-hero, Antagonist feeling with dramatic &#x2F; agressive &#x2F; mystery &#x2F; creepy music. Violin, Strings and Choir based. #DarkClassical #DarkOrches",Wars of Faith,Audiomachine,From Spotify playlist: Dark Orchestral Ambience - Epic Dark Fantasy Music (curated by Emre Teselli). Position 14.,,46,high,https://open.spotify.com/playlist/53PVAhASlppVboAbhT8Yck,spotify,,,,,,Dark Orchestral Ambience - Epic Dark Fantasy Music,53PVAhASlppVboAbhT8Yck,Emre Teselli,13,1eDRJATQfg5l2246fbqX0V,46,spotify_playlist,dramatic orchestral,epic
,"Dark Orchestral Ambience - Epic Dark Fantasy Music - Dark orchestral for dark thoughts. Villain, Anti-hero, Antagonist feeling with dramatic &#x2F; agressive &#x2F; mystery &#x2F; creepy music. Violin, Strings and Choir based. #DarkClassical #DarkOrches",Darkness of Light,Secession Studios,From Spotify playlist: Dark Orchestral Ambience - Epic Dark Fantasy Music (curated by Emre Teselli). Position 15.,,45,high,https://open.spotify.com/playlist/53PVAhASlppVboAbhT8Yck,spotify,,,,,,Dark Orchestral Ambience - Epic Dark Fantasy Music,53PVAhASlppVboAbhT8Yck,Emre Teselli,14,0jSqNTbccOx2xvOWLa0YKm,45,spotify_playlist,dramatic orchestral,epic
,"Epic Battle Music 2025 - Best Epic and Motivational Songs from Movies, Games and Anime!",Guardians At the Gate,"Kevin Rix, Audiomachine",From Spotify playlist: Epic Battle Music 2025 (curated by Phonix Lab). Position 1.,,2,high,https://open.spotify.com/playlist/0R2hjl4X7mnTWWAv4ELfMP,spotify,,,,,,Epic Battle Music 2025,0R2hjl4X7mnTWWAv4ELfMP,Phonix Lab,0,4MUN6PQPplQDajjx7NCcdr,2,spotify_playlist,epic music,epic
,"Epic Battle Music 2025 - Best Epic and Motivational Songs from Movies, Games and Anime!",Heart of Courage,London Music Works,From Spotify playlist: Epic Battle Music 2025 (curated by Phonix Lab). Position 2.,,0,high,https://open.spotify.com/playlist/0R2hjl4X7mnTWWAv4ELfMP,spotify,,,,,,Epic Battle Music 2025,0R2hjl4X7mnTWWAv4ELfMP,Phonix Lab,1,4yhf8ZB7I5HQuH7Le7w4cw,0,spotify_playlist,epic music,epic
,"Epic Battle Music 2025 - Best Epic and Motivational Songs from Movies, Games and Anime!",None Shall Live,"Two Steps from Hell, Thomas Bergersen",From Spotify playlist: Epic Battle Music 2025 (curated by Phonix Lab). Position 3.,,1,high,https://open.spotify.com/playlist/0R2hjl4X7mnTWWAv4ELfMP,spotify,,,,,,Epic Battle Music 2025,0R2hjl4X7mnTWWAv4ELfMP,Phonix Lab,2,6tRXfCfNdcAMICHdQerIuu,1,spotify_playlist,epic music,epic
,"Epic Battle Music 2025 - Best Epic and Motivational Songs from Movies, Games and Anime!",Warriors,"League of Legends, 2WEI, Edda Hayes",From Spotify playlist: Epic Battle Music 2025 (curated by Phonix Lab). Position 4.,,49,high,https://open.spotify.com/playlist/0R2hjl4X7mnTWWAv4ELfMP,spotify,,,,,,Epic Battle Music 2025,0R2hjl4X7mnTWWAv4ELfMP,Phonix Lab,3,3f4fc8c8unrQeKecmUPEDR,49,spotify_playlist,epic music,epic
,"Epic Battle Music 2025 - Best Epic and Motivational Songs from Movies, Games and Anime!",Children of the Sun (feat. Merethe Soltvedt),"Thomas Bergersen, Merethe Soltvedt",From Spotify playlist: Epic Battle Music 2025 (curated by Phonix Lab). Position 5.,,0,high,https://open.spotify.com/playlist/0R2hjl4X7mnTWWAv4ELfMP,spotify,,,,,,Epic Battle Music 2025,0R2hjl4X7mnTWWAv4ELfMP,Phonix Lab,4,6NluARB3Fv0cCx6SerrJEc,0,spotify_playlist,epic music,epic
,"Epic Battle Music 2025 - Best Epic and Motivational Songs from Movies, Games and Anime!",Renaissance,Kozah,From Spotify playlist: Epic Battle Music 2025 (curated by Phonix Lab). Position 6.,,1,high,https://open.spotify.com/playlist/0R2hjl4X7mnTWWAv4ELfMP,spotify,,,,,,Epic Battle Music 2025,0R2hjl4X7mnTWWAv4ELfMP,Phonix Lab,5,03GyVL0UtZBtN7rFn4CxYV,1,spotify_playlist,epic music,epic
,"Epic Battle Music 2025 - Best Epic and Motivational Songs from Movies, Games and Anime!",So Say We All,"Harry Lightfoot, Audiomachine",From Spotify playlist: Epic Battle Music 2025 (curated by Phonix Lab). Position 7.,,0,high,https://open.spotify.com/playlist/0R2hjl4X7mnTWWAv4ELfMP,spotify,,,,,,Epic Battle Music 2025,0R2hjl4X7mnTWWAv4ELfMP,Phonix Lab,6,1yGtwQmr4NRzftGOHU6vX2,0,spotify_playlist,epic music,epic
,"Epic Battle Music 2025 - Best Epic and Motivational Songs from Movies, Games and Anime!",Insomnia,2WEI,From Spotify playlist: Epic Battle Music 2025 (curated by Phonix Lab). Position 8.,,0,high,https://open.spotify.com/playlist/0R2hjl4X7mnTWWAv4ELfMP,spotify,,,,,,Epic Battle Music 2025,0R2hjl4X7mnTWWAv4ELfMP,Phonix Lab,7,1EiO0oc4plO7C6hX2GLKvK,0,spotify_playlist,epic music,epic
,"Epic Battle Music 2025 - Best Epic and Motivational Songs from Movies, Games and Anime!",Legends Never Die,"League of Legends, Against The Current",From Spotify playlist: Epic Battle Music 2025 (curated by Phonix Lab). Position 9.,,59,high,https://open.spotify.com/playlist/0R2hjl4X7mnTWWAv4ELfMP,spotify,,,,,,Epic Battle Music 2025,0R2hjl4X7mnTWWAv4ELfMP,Phonix Lab,8,1FpVJ7HpZInE2GvhVE2TwT,59,spotify_playlist,epic music,epic
,"Epic Battle Music 2025 - Best Epic and Motivational Songs from Movies, Games and Anime!",See What I've Become,Zack Hemsey,From Spotify playlist: Epic Battle Music 2025 (curated by Phonix Lab). Position 10.,,1,high,https://open.spotify.com/playlist/0R2hjl4X7mnTWWAv4ELfMP,spotify,,,,,,Epic Battle Music 2025,0R2hjl4X7mnTWWAv4ELfMP,Phonix Lab,9,0eOyvQ2SeejSS0zJmLS4Wq,1,spotify_playlist,epic music,epic
,"Epic Battle Music 2025 - Best Epic and Motivational Songs from Movies, Games and Anime!",Heroes,Zayde Wølf,From Spotify playlist: Epic Battle Music 2025 (curated by Phonix Lab). Position 11.,,1,high,https://open.spotify.com/playlist/0R2hjl4X7mnTWWAv4ELfMP,spotify,,,,,,Epic Battle Music 2025,0R2hjl4X7mnTWWAv4ELfMP,Phonix Lab,10,5UYYQuk6SjY3S892UuLXE3,1,spotify_playlist,epic music,epic
,"Epic Battle Music 2025 - Best Epic and Motivational Songs from Movies, Games and Anime!",Protectors of the Earth (No Choir),"Two Steps from Hell, Thomas Bergersen",From Spotify playlist: Epic Battle Music 2025 (curated by Phonix Lab). Position 12.,,0,high,https://open.spotify.com/playlist/0R2hjl4X7mnTWWAv4ELfMP,spotify,,,,,,Epic Battle Music 2025,0R2hjl4X7mnTWWAv4ELfMP,Phonix Lab,11,1gziFkWcSoJBUuZQ4ITKDM,0,spotify_playlist,epic music,epic
,"Epic Battle Music 2025 - Best Epic and Motivational Songs from Movies, Games and Anime!",Requiem for a Tower,London Music Works,From Spotify playlist: Epic Battle Music 2025 (curated by Phonix Lab). Position 13.,,0,high,https://open.spotify.com/playlist/0R2hjl4X7mnTWWAv4ELfMP,spotify,,,,,,Epic Battle Music 2025,0R2hjl4X7mnTWWAv4ELfMP,Phonix Lab,12,1r8rG99IneBtqgpUxOBBJt,0,spotify_playlist,epic music,epic
,"Epic Battle Music 2025 - Best Epic and Motivational Songs from Movies, Games and Anime!",Battle For All Time,Epic Score,From Spotify playlist: Epic Battle Music 2025 (curated by Phonix Lab). Position 14.,,43,high,https://open.spotify.com/playlist/0R2hjl4X7mnTWWAv4ELfMP,spotify,,,,,,Epic Battle Music 2025,0R2hjl4X7mnTWWAv4ELfMP,Phonix Lab,13,4aPCWz8jyUBaL3YIo6VUkH,43,spotify_playlist,epic music,epic
,"Epic Battle Music 2025 - Best Epic and Motivational Songs from Movies, Games and Anime!",Formula 1 Theme,Brian Tyler,From Spotify playlist: Epic Battle Music 2025 (curated by Phonix Lab). Position 15.,,62,high,https://open.spotify.com/playlist/0R2hjl4X7mnTWWAv4ELfMP,spotify,,,,,,Epic Battle Music 2025,0R2hjl4X7mnTWWAv4ELfMP,Phonix Lab,14,5r7egnfTIQjaKSGREhIky9,62,spotify_playlist,epic music,epic
,EPIC: The Musical (All songs in order) - Updated with Jorge&#x27;s versions of Troy and Cyclopse sagas,The Horse and the Infant,"Jorge Rivera-Herrans, Luke Holt, Cast of EPIC: The Musical",From Spotify playlist: EPIC: The Musical (All songs in order) (curated by Starisia). Position 1.,,68,high,https://open.spotify.com/playlist/3HvgaZeBWbr7UjFeicPFRI,spotify,,,,,,EPIC: The Musical (All songs in order),3HvgaZeBWbr7UjFeicPFRI,Starisia,0,6GBKwWdmHaTqbguQgAYOIz,68,spotify_playlist,epic music,epic
,EPIC: The Musical (All songs in order) - Updated with Jorge&#x27;s versions of Troy and Cyclopse sagas,Just a Man,"Jorge Rivera-Herrans, Cast of EPIC: The Musical",From Spotify playlist: EPIC: The Musical (All songs in order) (curated by Starisia). Position 2.,,70,high,https://open.spotify.com/playlist/3HvgaZeBWbr7UjFeicPFRI,spotify,,,,,,EPIC: The Musical (All songs in order),3HvgaZeBWbr7UjFeicPFRI,Starisia,1,757cx0iJx1pcwLv4lnX39B,70,spotify_playlist,epic music,epic
,EPIC: The Musical (All songs in order) - Updated with Jorge&#x27;s versions of Troy and Cyclopse sagas,Full Speed Ahead,"Jorge Rivera-Herrans, Armando Julián, Steven Dookie, Cast of EPIC: The Musical",From Spotify playlist: EPIC: The Musical (All songs in order) (curated by Starisia). Position 3.,,67,high,https://open.spotify.com/playlist/3HvgaZeBWbr7UjFeicPFRI,spotify,,,,,,EPIC: The Musical (All songs in order),3HvgaZeBWbr7UjFeicPFRI,Starisia,2,3MNNWGsJPBHtaf1SiHQQdz,67,spotify_playlist,epic music,epic
,EPIC: The Musical (All songs in order) - Updated with Jorge&#x27;s versions of Troy and Cyclopse sagas,Open Arms,"Jorge Rivera-Herrans, Steven Dookie",From Spotify playlist: EPIC: The Musical (All songs in order) (curated by Starisia). Position 4.,,69,high,https://open.spotify.com/playlist/3HvgaZeBWbr7UjFeicPFRI,spotify,,,,,,EPIC: The Musical (All songs in order),3HvgaZeBWbr7UjFeicPFRI,Starisia,3,21gmvAVeqXiSUbvJPesXsL,69,spotify_playlist,epic music,epic
,EPIC: The Musical (All songs in order) - Updated with Jorge&#x27;s versions of Troy and Cyclopse sagas,Warrior of the Mind,"Jorge Rivera-Herrans, Teagan Earley, Cast of EPIC: The Musical",From Spotify playlist: EPIC: The Musical (All songs in order) (curated by Starisia). Position 5.,,70,high,https://open.spotify.com/playlist/3HvgaZeBWbr7UjFeicPFRI,spotify,,,,,,EPIC: The Musical (All songs in order),3HvgaZeBWbr7UjFeicPFRI,Starisia,4,5vXTArFpG0hB1fdlVsf28f,70,spotify_playlist,epic music,epic
,EPIC: The Musical (All songs in order) - Updated with Jorge&#x27;s versions of Troy and Cyclopse sagas,Polyphemus,"Jorge Rivera-Herrans, Armando Julián, Steven Dookie",From Spotify playlist: EPIC: The Musical (All songs in order) (curated by Starisia). Position 6.,,66,high,https://open.spotify.com/playlist/3HvgaZeBWbr7UjFeicPFRI,spotify,,,,,,EPIC: The Musical (All songs in order),3HvgaZeBWbr7UjFeicPFRI,Starisia,5,0lnRu92EVrml9GwvzoDr1o,66,spotify_playlist,epic music,epic
,EPIC: The Musical (All songs in order) - Updated with Jorge&#x27;s versions of Troy and Cyclopse sagas,Survive,"Jorge Rivera-Herrans, Steven Dookie, Cast of EPIC: The Musical",From Spotify playlist: EPIC: The Musical (All songs in order) (curated by Starisia). Position 7.,,67,high,https://open.spotify.com/playlist/3HvgaZeBWbr7UjFeicPFRI,spotify,,,,,,EPIC: The Musical (All songs in order),3HvgaZeBWbr7UjFeicPFRI,Starisia,6,0kdsEz5miDFg32sJc1TNSi,67,spotify_playlist,epic music,epic
,EPIC: The Musical (All songs in order) - Updated with Jorge&#x27;s versions of Troy and Cyclopse sagas,Remember Them,"Jorge Rivera-Herrans, Armando Julián, Teagan Earley, Cast of EPIC: The Musical",From Spotify playlist: EPIC: The Musical (All songs in order) (curated by Starisia). Position 8.,,66,high,https://open.spotify.com/playlist/3HvgaZeBWbr7UjFeicPFRI,spotify,,,,,,EPIC: The Musical (All songs in order),3HvgaZeBWbr7UjFeicPFRI,Starisia,7,4BFmYbz4aEv3TmUmhliD7O,66,spotify_playlist,epic music,epic
