vibe_category,vibe_description,song_name,artist_name,recommendation_reasoning,genre_category,comment_score,extraction_confidence,source_url,data_source,relation_type,anchor_reference_artist,anchor_reference_song,delta_description,reasoning_text,playlist_title,playlist_id,sequence_position,extraction_method,search_query,vibe_category_hint
,"SAD SONGS 2025 - Sad Love Songs Playlist - SAD SONGS 2025 - Sad Love Songs Playlist. Welcome to our Sad Love Songs Playlist, a collection of heartfelt tracks that speak ...","Fire On Fire (From ""Watership Down"")",Sam Smith,From YouTube playlist: SAD SONGS 2025 - Sad Love Songs Playlist. Position 8 in sequence.,,0,medium,https://youtube.com/playlist?list=PL3-sRm8xAzY-w9GS19pLXMyFRTuJcuUjy,youtube,,,,,,SAD SONGS 2025 - Sad Love Songs Playlist,PL3-sRm8xAzY-w9GS19pLXMyFRTuJcuUjy,7,youtube_playlist,sad songs playlist,emotional_sad
,"SAD SONGS 2025 - Sad Love Songs Playlist - SAD SONGS 2025 - Sad Love Songs Playlist. Welcome to our Sad Love Songs Playlist, a collection of heartfelt tracks that speak ...",Used To Be Young,Miley Cyrus,From YouTube playlist: SAD SONGS 2025 - Sad Love Songs Playlist. Position 9 in sequence.,,0,medium,https://youtube.com/playlist?list=PL3-sRm8xAzY-w9GS19pLXMyFRTuJcuUjy,youtube,,,,,,SAD SONGS 2025 - Sad Love Songs Playlist,PL3-sRm8xAzY-w9GS19pLXMyFRTuJcuUjy,8,youtube_playlist,sad songs playlist,emotional_sad
,"SAD SONGS 2025 - Sad Love Songs Playlist - SAD SONGS 2025 - Sad Love Songs Playlist. Welcome to our Sad Love Songs Playlist, a collection of heartfelt tracks that speak ...",dear anxiety,BLÜ EYES,From YouTube playlist: SAD SONGS 2025 - Sad Love Songs Playlist. Position 10 in sequence.,,0,medium,https://youtube.com/playlist?list=PL3-sRm8xAzY-w9GS19pLXMyFRTuJcuUjy,youtube,,,,,,SAD SONGS 2025 - Sad Love Songs Playlist,PL3-sRm8xAzY-w9GS19pLXMyFRTuJcuUjy,9,youtube_playlist,sad songs playlist,emotional_sad
,"SAD SONGS 2025 - Sad Love Songs Playlist - SAD SONGS 2025 - Sad Love Songs Playlist. Welcome to our Sad Love Songs Playlist, a collection of heartfelt tracks that speak ...",blue,yung kai,From YouTube playlist: SAD SONGS 2025 - Sad Love Songs Playlist. Position 11 in sequence.,,0,medium,https://youtube.com/playlist?list=PL3-sRm8xAzY-w9GS19pLXMyFRTuJcuUjy,youtube,,,,,,SAD SONGS 2025 - Sad Love Songs Playlist,PL3-sRm8xAzY-w9GS19pLXMyFRTuJcuUjy,10,youtube_playlist,sad songs playlist,emotional_sad
,"SAD SONGS 2025 - Sad Love Songs Playlist - SAD SONGS 2025 - Sad Love Songs Playlist. Welcome to our Sad Love Songs Playlist, a collection of heartfelt tracks that speak ...",To Be Free,Sam Smith,From YouTube playlist: SAD SONGS 2025 - Sad Love Songs Playlist. Position 12 in sequence.,,0,medium,https://youtube.com/playlist?list=PL3-sRm8xAzY-w9GS19pLXMyFRTuJcuUjy,youtube,,,,,,SAD SONGS 2025 - Sad Love Songs Playlist,PL3-sRm8xAzY-w9GS19pLXMyFRTuJcuUjy,11,youtube_playlist,sad songs playlist,emotional_sad
,"SAD SONGS 2025 - Sad Love Songs Playlist - SAD SONGS 2025 - Sad Love Songs Playlist. Welcome to our Sad Love Songs Playlist, a collection of heartfelt tracks that speak ...",Car's Outside (Lyrics),James Arthur,From YouTube playlist: SAD SONGS 2025 - Sad Love Songs Playlist. Position 13 in sequence.,,0,medium,https://youtube.com/playlist?list=PL3-sRm8xAzY-w9GS19pLXMyFRTuJcuUjy,youtube,,,,,,SAD SONGS 2025 - Sad Love Songs Playlist,PL3-sRm8xAzY-w9GS19pLXMyFRTuJcuUjy,12,youtube_playlist,sad songs playlist,emotional_sad
,"SAD SONGS 2025 - Sad Love Songs Playlist - SAD SONGS 2025 - Sad Love Songs Playlist. Welcome to our Sad Love Songs Playlist, a collection of heartfelt tracks that speak ...",bittersweet,Madison Beer,From YouTube playlist: SAD SONGS 2025 - Sad Love Songs Playlist. Position 14 in sequence.,,0,medium,https://youtube.com/playlist?list=PL3-sRm8xAzY-w9GS19pLXMyFRTuJcuUjy,youtube,,,,,,SAD SONGS 2025 - Sad Love Songs Playlist,PL3-sRm8xAzY-w9GS19pLXMyFRTuJcuUjy,13,youtube_playlist,sad songs playlist,emotional_sad
,"SAD SONGS 2025 - Sad Love Songs Playlist - SAD SONGS 2025 - Sad Love Songs Playlist. Welcome to our Sad Love Songs Playlist, a collection of heartfelt tracks that speak ...",back to friends,sombr,From YouTube playlist: SAD SONGS 2025 - Sad Love Songs Playlist. Position 15 in sequence.,,0,medium,https://youtube.com/playlist?list=PL3-sRm8xAzY-w9GS19pLXMyFRTuJcuUjy,youtube,,,,,,SAD SONGS 2025 - Sad Love Songs Playlist,PL3-sRm8xAzY-w9GS19pLXMyFRTuJcuUjy,14,youtube_playlist,sad songs playlist,emotional_sad
,Sad Songs Playlist 2024 🌧️ with Lyrics - Beautiful songs to break your heart. This playlist contains only the most beautiful sad songs ever written and sung.,"Love is Gone (Lyrics) ft. Dylan Matthew (Acoustic) ""I'm sorry don't leave me""",SLANDER,From YouTube playlist: Sad Songs Playlist 2024 🌧️ with Lyrics. Position 1 in sequence.,,0,medium,https://youtube.com/playlist?list=PL1y8hJl4KWcQwFEaBFTgxwhNQwE5SinuO,youtube,,,,,,Sad Songs Playlist 2024 🌧️ with Lyrics,PL1y8hJl4KWcQwFEaBFTgxwhNQwE5SinuO,0,youtube_playlist,sad songs playlist,emotional_sad
,Sad Songs Playlist 2024 🌧️ with Lyrics - Beautiful songs to break your heart. This playlist contains only the most beautiful sad songs ever written and sung.,At My Worst (Lyrics),Pink Sweat$,From YouTube playlist: Sad Songs Playlist 2024 🌧️ with Lyrics. Position 2 in sequence.,,0,medium,https://youtube.com/playlist?list=PL1y8hJl4KWcQwFEaBFTgxwhNQwE5SinuO,youtube,,,,,,Sad Songs Playlist 2024 🌧️ with Lyrics,PL1y8hJl4KWcQwFEaBFTgxwhNQwE5SinuO,1,youtube_playlist,sad songs playlist,emotional_sad
,Sad Songs Playlist 2024 🌧️ with Lyrics - Beautiful songs to break your heart. This playlist contains only the most beautiful sad songs ever written and sung.,Here's Your Perfect (Lyrics),Jamie Miller,From YouTube playlist: Sad Songs Playlist 2024 🌧️ with Lyrics. Position 3 in sequence.,,0,medium,https://youtube.com/playlist?list=PL1y8hJl4KWcQwFEaBFTgxwhNQwE5SinuO,youtube,,,,,,Sad Songs Playlist 2024 🌧️ with Lyrics,PL1y8hJl4KWcQwFEaBFTgxwhNQwE5SinuO,2,youtube_playlist,sad songs playlist,emotional_sad
,Sad Songs Playlist 2024 🌧️ with Lyrics - Beautiful songs to break your heart. This playlist contains only the most beautiful sad songs ever written and sung.,Dusk Till Dawn (Lyrics),ZAYN & Sia,From YouTube playlist: Sad Songs Playlist 2024 🌧️ with Lyrics. Position 4 in sequence.,,0,medium,https://youtube.com/playlist?list=PL1y8hJl4KWcQwFEaBFTgxwhNQwE5SinuO,youtube,,,,,,Sad Songs Playlist 2024 🌧️ with Lyrics,PL1y8hJl4KWcQwFEaBFTgxwhNQwE5SinuO,3,youtube_playlist,sad songs playlist,emotional_sad
,Sad Songs Playlist 2024 🌧️ with Lyrics - Beautiful songs to break your heart. This playlist contains only the most beautiful sad songs ever written and sung.,happier (Lyrics),Olivia Rodrigo,From YouTube playlist: Sad Songs Playlist 2024 🌧️ with Lyrics. Position 5 in sequence.,,0,medium,https://youtube.com/playlist?list=PL1y8hJl4KWcQwFEaBFTgxwhNQwE5SinuO,youtube,,,,,,Sad Songs Playlist 2024 🌧️ with Lyrics,PL1y8hJl4KWcQwFEaBFTgxwhNQwE5SinuO,4,youtube_playlist,sad songs playlist,emotional_sad
,Sad Songs Playlist 2024 🌧️ with Lyrics - Beautiful songs to break your heart. This playlist contains only the most beautiful sad songs ever written and sung.,Reckless (Lyrics),Madison Beer,From YouTube playlist: Sad Songs Playlist 2024 🌧️ with Lyrics. Position 6 in sequence.,,0,medium,https://youtube.com/playlist?list=PL1y8hJl4KWcQwFEaBFTgxwhNQwE5SinuO,youtube,,,,,,Sad Songs Playlist 2024 🌧️ with Lyrics,PL1y8hJl4KWcQwFEaBFTgxwhNQwE5SinuO,5,youtube_playlist,sad songs playlist,emotional_sad
,Sad Songs Playlist 2024 🌧️ with Lyrics - Beautiful songs to break your heart. This playlist contains only the most beautiful sad songs ever written and sung.,For Tonight (Lyrics),Giveon,From YouTube playlist: Sad Songs Playlist 2024 🌧️ with Lyrics. Position 7 in sequence.,,0,medium,https://youtube.com/playlist?list=PL1y8hJl4KWcQwFEaBFTgxwhNQwE5SinuO,youtube,,,,,,Sad Songs Playlist 2024 🌧️ with Lyrics,PL1y8hJl4KWcQwFEaBFTgxwhNQwE5SinuO,6,youtube_playlist,sad songs playlist,emotional_sad
,Sad Songs Playlist 2024 🌧️ with Lyrics - Beautiful songs to break your heart. This playlist contains only the most beautiful sad songs ever written and sung.,DIE FOR YOU (Lyrics) | Tiktok Song,The Weeknd,From YouTube playlist: Sad Songs Playlist 2024 🌧️ with Lyrics. Position 8 in sequence.,,0,medium,https://youtube.com/playlist?list=PL1y8hJl4KWcQwFEaBFTgxwhNQwE5SinuO,youtube,,,,,,Sad Songs Playlist 2024 🌧️ with Lyrics,PL1y8hJl4KWcQwFEaBFTgxwhNQwE5SinuO,7,youtube_playlist,sad songs playlist,emotional_sad
,Sad Songs Playlist 2024 🌧️ with Lyrics - Beautiful songs to break your heart. This playlist contains only the most beautiful sad songs ever written and sung.,Heartbreak Anniversary (Lyrics),Giveon,From YouTube playlist: Sad Songs Playlist 2024 🌧️ with Lyrics. Position 9 in sequence.,,0,medium,https://youtube.com/playlist?list=PL1y8hJl4KWcQwFEaBFTgxwhNQwE5SinuO,youtube,,,,,,Sad Songs Playlist 2024 🌧️ with Lyrics,PL1y8hJl4KWcQwFEaBFTgxwhNQwE5SinuO,8,youtube_playlist,sad songs playlist,emotional_sad
,Sad Songs Playlist 2024 🌧️ with Lyrics - Beautiful songs to break your heart. This playlist contains only the most beautiful sad songs ever written and sung.,Heather (Lyrics),Conan Gray,From YouTube playlist: Sad Songs Playlist 2024 🌧️ with Lyrics. Position 10 in sequence.,,0,medium,https://youtube.com/playlist?list=PL1y8hJl4KWcQwFEaBFTgxwhNQwE5SinuO,youtube,,,,,,Sad Songs Playlist 2024 🌧️ with Lyrics,PL1y8hJl4KWcQwFEaBFTgxwhNQwE5SinuO,9,youtube_playlist,sad songs playlist,emotional_sad
,Sad Songs Playlist 2024 🌧️ with Lyrics - Beautiful songs to break your heart. This playlist contains only the most beautiful sad songs ever written and sung.,Good Without (Lyrics),Mimi Webb,From YouTube playlist: Sad Songs Playlist 2024 🌧️ with Lyrics. Position 11 in sequence.,,0,medium,https://youtube.com/playlist?list=PL1y8hJl4KWcQwFEaBFTgxwhNQwE5SinuO,youtube,,,,,,Sad Songs Playlist 2024 🌧️ with Lyrics,PL1y8hJl4KWcQwFEaBFTgxwhNQwE5SinuO,10,youtube_playlist,sad songs playlist,emotional_sad
,Sad Songs Playlist 2024 🌧️ with Lyrics - Beautiful songs to break your heart. This playlist contains only the most beautiful sad songs ever written and sung.,"Drivers License (Lyrics) ""red lights stop signs I still see your face""",Olivia Rodrigo,From YouTube playlist: Sad Songs Playlist 2024 🌧️ with Lyrics. Position 12 in sequence.,,0,medium,https://youtube.com/playlist?list=PL1y8hJl4KWcQwFEaBFTgxwhNQwE5SinuO,youtube,,,,,,Sad Songs Playlist 2024 🌧️ with Lyrics,PL1y8hJl4KWcQwFEaBFTgxwhNQwE5SinuO,11,youtube_playlist,sad songs playlist,emotional_sad
,Sad Songs Playlist 2024 🌧️ with Lyrics - Beautiful songs to break your heart. This playlist contains only the most beautiful sad songs ever written and sung.,Cloud 9 (Lyrics),Paravi,From YouTube playlist: Sad Songs Playlist 2024 🌧️ with Lyrics. Position 13 in sequence.,,0,medium,https://youtube.com/playlist?list=PL1y8hJl4KWcQwFEaBFTgxwhNQwE5SinuO,youtube,,,,,,Sad Songs Playlist 2024 🌧️ with Lyrics,PL1y8hJl4KWcQwFEaBFTgxwhNQwE5SinuO,12,youtube_playlist,sad songs playlist,emotional_sad
,Sad Songs Playlist 2024 🌧️ with Lyrics - Beautiful songs to break your heart. This playlist contains only the most beautiful sad songs ever written and sung.,Dumb Love (Lyrics),Mimi Webb,From YouTube playlist: Sad Songs Playlist 2024 🌧️ with Lyrics. Position 14 in sequence.,,0,medium,https://youtube.com/playlist?list=PL1y8hJl4KWcQwFEaBFTgxwhNQwE5SinuO,youtube,,,,,,Sad Songs Playlist 2024 🌧️ with Lyrics,PL1y8hJl4KWcQwFEaBFTgxwhNQwE5SinuO,13,youtube_playlist,sad songs playlist,emotional_sad
,Sad Songs Playlist 2024 🌧️ with Lyrics - Beautiful songs to break your heart. This playlist contains only the most beautiful sad songs ever written and sung.,I Need Love (Lyrics),Zara Larsson ft. Trevor Daniel,From YouTube playlist: Sad Songs Playlist 2024 🌧️ with Lyrics. Position 15 in sequence.,,0,medium,https://youtube.com/playlist?list=PL1y8hJl4KWcQwFEaBFTgxwhNQwE5SinuO,youtube,,,,,,Sad Songs Playlist 2024 🌧️ with Lyrics,PL1y8hJl4KWcQwFEaBFTgxwhNQwE5SinuO,14,youtube_playlist,sad songs playlist,emotional_sad
,Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025) - Sad Songs that Make You Cry & Depressing Songs Playlist (Updated Weekly 2025) Find our playlist with these keywords: If you ...,BIRDS OF A FEATHER,Billie Eilish,From YouTube playlist: Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025). Position 1 in sequence.,,0,medium,https://youtube.com/playlist?list=PL5D7fjEEs5yflZzSZAhxfgQmN6C_6UJ1W,youtube,,,,,,Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025),PL5D7fjEEs5yflZzSZAhxfgQmN6C_6UJ1W,0,youtube_playlist,crying music,emotional_sad
,Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025) - Sad Songs that Make You Cry & Depressing Songs Playlist (Updated Weekly 2025) Find our playlist with these keywords: If you ...,See You Again ft. Charlie Puth  Furious 7 Soundtrack,Wiz Khalifa,From YouTube playlist: Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025). Position 2 in sequence.,,0,medium,https://youtube.com/playlist?list=PL5D7fjEEs5yflZzSZAhxfgQmN6C_6UJ1W,youtube,,,,,,Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025),PL5D7fjEEs5yflZzSZAhxfgQmN6C_6UJ1W,1,youtube_playlist,crying music,emotional_sad
,Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025) - Sad Songs that Make You Cry & Depressing Songs Playlist (Updated Weekly 2025) Find our playlist with these keywords: If you ...,Changes,Charlie Puth,From YouTube playlist: Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025). Position 3 in sequence.,,0,medium,https://youtube.com/playlist?list=PL5D7fjEEs5yflZzSZAhxfgQmN6C_6UJ1W,youtube,,,,,,Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025),PL5D7fjEEs5yflZzSZAhxfgQmN6C_6UJ1W,2,youtube_playlist,crying music,emotional_sad
,Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025) - Sad Songs that Make You Cry & Depressing Songs Playlist (Updated Weekly 2025) Find our playlist with these keywords: If you ...,Mockingbird,Eminem,From YouTube playlist: Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025). Position 4 in sequence.,,0,medium,https://youtube.com/playlist?list=PL5D7fjEEs5yflZzSZAhxfgQmN6C_6UJ1W,youtube,,,,,,Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025),PL5D7fjEEs5yflZzSZAhxfgQmN6C_6UJ1W,3,youtube_playlist,crying music,emotional_sad
,Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025) - Sad Songs that Make You Cry & Depressing Songs Playlist (Updated Weekly 2025) Find our playlist with these keywords: If you ...,Someone You Loved,Lewis Capaldi,From YouTube playlist: Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025). Position 5 in sequence.,,0,medium,https://youtube.com/playlist?list=PL5D7fjEEs5yflZzSZAhxfgQmN6C_6UJ1W,youtube,,,,,,Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025),PL5D7fjEEs5yflZzSZAhxfgQmN6C_6UJ1W,4,youtube_playlist,crying music,emotional_sad
,Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025) - Sad Songs that Make You Cry & Depressing Songs Playlist (Updated Weekly 2025) Find our playlist with these keywords: If you ...,Linkin Park,In The End,From YouTube playlist: Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025). Position 6 in sequence.,,0,medium,https://youtube.com/playlist?list=PL5D7fjEEs5yflZzSZAhxfgQmN6C_6UJ1W,youtube,,,,,,Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025),PL5D7fjEEs5yflZzSZAhxfgQmN6C_6UJ1W,5,youtube_playlist,crying music,emotional_sad
,Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025) - Sad Songs that Make You Cry & Depressing Songs Playlist (Updated Weekly 2025) Find our playlist with these keywords: If you ...,lovely,"Billie Eilish, Khalid",From YouTube playlist: Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025). Position 7 in sequence.,,0,medium,https://youtube.com/playlist?list=PL5D7fjEEs5yflZzSZAhxfgQmN6C_6UJ1W,youtube,,,,,,Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025),PL5D7fjEEs5yflZzSZAhxfgQmN6C_6UJ1W,6,youtube_playlist,crying music,emotional_sad
,Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025) - Sad Songs that Make You Cry & Depressing Songs Playlist (Updated Weekly 2025) Find our playlist with these keywords: If you ...,bittersweet,Madison Beer,From YouTube playlist: Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025). Position 8 in sequence.,,0,medium,https://youtube.com/playlist?list=PL5D7fjEEs5yflZzSZAhxfgQmN6C_6UJ1W,youtube,,,,,,Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025),PL5D7fjEEs5yflZzSZAhxfgQmN6C_6UJ1W,7,youtube_playlist,crying music,emotional_sad
,Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025) - Sad Songs that Make You Cry & Depressing Songs Playlist (Updated Weekly 2025) Find our playlist with these keywords: If you ...,WILDFLOWER (BILLIE BY FINNEAS),Billie Eilish,From YouTube playlist: Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025). Position 9 in sequence.,,0,medium,https://youtube.com/playlist?list=PL5D7fjEEs5yflZzSZAhxfgQmN6C_6UJ1W,youtube,,,,,,Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025),PL5D7fjEEs5yflZzSZAhxfgQmN6C_6UJ1W,8,youtube_playlist,crying music,emotional_sad
,Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025) - Sad Songs that Make You Cry & Depressing Songs Playlist (Updated Weekly 2025) Find our playlist with these keywords: If you ...,'Children of the Baked Potato (feat. Remi Wolf)',Thundercat,From YouTube playlist: Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025). Position 10 in sequence.,,0,medium,https://youtube.com/playlist?list=PL5D7fjEEs5yflZzSZAhxfgQmN6C_6UJ1W,youtube,,,,,,Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025),PL5D7fjEEs5yflZzSZAhxfgQmN6C_6UJ1W,9,youtube_playlist,crying music,emotional_sad
,Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025) - Sad Songs that Make You Cry & Depressing Songs Playlist (Updated Weekly 2025) Find our playlist with these keywords: If you ...,Someone Like You,Adele,From YouTube playlist: Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025). Position 11 in sequence.,,0,medium,https://youtube.com/playlist?list=PL5D7fjEEs5yflZzSZAhxfgQmN6C_6UJ1W,youtube,,,,,,Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025),PL5D7fjEEs5yflZzSZAhxfgQmN6C_6UJ1W,10,youtube_playlist,crying music,emotional_sad
,Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025) - Sad Songs that Make You Cry & Depressing Songs Playlist (Updated Weekly 2025) Find our playlist with these keywords: If you ...,Back To Black,Amy Winehouse,From YouTube playlist: Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025). Position 12 in sequence.,,0,medium,https://youtube.com/playlist?list=PL5D7fjEEs5yflZzSZAhxfgQmN6C_6UJ1W,youtube,,,,,,Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025),PL5D7fjEEs5yflZzSZAhxfgQmN6C_6UJ1W,11,youtube_playlist,crying music,emotional_sad
,Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025) - Sad Songs that Make You Cry & Depressing Songs Playlist (Updated Weekly 2025) Find our playlist with these keywords: If you ...,Daylight,David Kushner,From YouTube playlist: Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025). Position 13 in sequence.,,0,medium,https://youtube.com/playlist?list=PL5D7fjEEs5yflZzSZAhxfgQmN6C_6UJ1W,youtube,,,,,,Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025),PL5D7fjEEs5yflZzSZAhxfgQmN6C_6UJ1W,12,youtube_playlist,crying music,emotional_sad
,Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025) - Sad Songs that Make You Cry & Depressing Songs Playlist (Updated Weekly 2025) Find our playlist with these keywords: If you ...,Summertime Sadness,Lana Del Rey,From YouTube playlist: Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025). Position 14 in sequence.,,0,medium,https://youtube.com/playlist?list=PL5D7fjEEs5yflZzSZAhxfgQmN6C_6UJ1W,youtube,,,,,,Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025),PL5D7fjEEs5yflZzSZAhxfgQmN6C_6UJ1W,13,youtube_playlist,crying music,emotional_sad
,Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025) - Sad Songs that Make You Cry & Depressing Songs Playlist (Updated Weekly 2025) Find our playlist with these keywords: If you ...,RATHER BE,GIVĒON,From YouTube playlist: Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025). Position 15 in sequence.,,0,medium,https://youtube.com/playlist?list=PL5D7fjEEs5yflZzSZAhxfgQmN6C_6UJ1W,youtube,,,,,,Sad Songs that Make You Cry &amp; Depressing Songs Playlist (Updated Weekly 2025),PL5D7fjEEs5yflZzSZAhxfgQmN6C_6UJ1W,14,youtube_playlist,crying music,emotional_sad
,Best Sad Songs that Make You Cry - Romance Music Playlist,Too Good At Goodbyes,Sam Smith,From YouTube playlist: Best Sad Songs that Make You Cry - Romance Music Playlist. Position 1 in sequence.,,0,medium,https://youtube.com/playlist?list=PLBO3y7nHyBTdntbqKGSrj4MHVY6kBgErl,youtube,,,,,,Best Sad Songs that Make You Cry - Romance Music Playlist,PLBO3y7nHyBTdntbqKGSrj4MHVY6kBgErl,0,youtube_playlist,crying music,emotional_sad
,Best Sad Songs that Make You Cry - Romance Music Playlist,Thinking Out Loud,Ed Sheeran,From YouTube playlist: Best Sad Songs that Make You Cry - Romance Music Playlist. Position 2 in sequence.,,0,medium,https://youtube.com/playlist?list=PLBO3y7nHyBTdntbqKGSrj4MHVY6kBgErl,youtube,,,,,,Best Sad Songs that Make You Cry - Romance Music Playlist,PLBO3y7nHyBTdntbqKGSrj4MHVY6kBgErl,1,youtube_playlist,crying music,emotional_sad
,Best Sad Songs that Make You Cry - Romance Music Playlist,See You Again ft. Charlie Puth  Furious 7 Soundtrack,Wiz Khalifa,From YouTube playlist: Best Sad Songs that Make You Cry - Romance Music Playlist. Position 3 in sequence.,,0,medium,https://youtube.com/playlist?list=PLBO3y7nHyBTdntbqKGSrj4MHVY6kBgErl,youtube,,,,,,Best Sad Songs that Make You Cry - Romance Music Playlist,PLBO3y7nHyBTdntbqKGSrj4MHVY6kBgErl,2,youtube_playlist,crying music,emotional_sad
,Best Sad Songs that Make You Cry - Romance Music Playlist,Hello,Adele,From YouTube playlist: Best Sad Songs that Make You Cry - Romance Music Playlist. Position 4 in sequence.,,0,medium,https://youtube.com/playlist?list=PLBO3y7nHyBTdntbqKGSrj4MHVY6kBgErl,youtube,,,,,,Best Sad Songs that Make You Cry - Romance Music Playlist,PLBO3y7nHyBTdntbqKGSrj4MHVY6kBgErl,3,youtube_playlist,crying music,emotional_sad
,Best Sad Songs that Make You Cry - Romance Music Playlist,All of Me,John Legend,From YouTube playlist: Best Sad Songs that Make You Cry - Romance Music Playlist. Position 5 in sequence.,,0,medium,https://youtube.com/playlist?list=PLBO3y7nHyBTdntbqKGSrj4MHVY6kBgErl,youtube,,,,,,Best Sad Songs that Make You Cry - Romance Music Playlist,PLBO3y7nHyBTdntbqKGSrj4MHVY6kBgErl,4,youtube_playlist,crying music,emotional_sad
,Best Sad Songs that Make You Cry - Romance Music Playlist,I'm Not The Only One,Sam Smith,From YouTube playlist: Best Sad Songs that Make You Cry - Romance Music Playlist. Position 7 in sequence.,,0,medium,https://youtube.com/playlist?list=PLBO3y7nHyBTdntbqKGSrj4MHVY6kBgErl,youtube,,,,,,Best Sad Songs that Make You Cry - Romance Music Playlist,PLBO3y7nHyBTdntbqKGSrj4MHVY6kBgErl,6,youtube_playlist,crying music,emotional_sad
,Best Sad Songs that Make You Cry - Romance Music Playlist,Photograph,Ed Sheeran,From YouTube playlist: Best Sad Songs that Make You Cry - Romance Music Playlist. Position 8 in sequence.,,0,medium,https://youtube.com/playlist?list=PLBO3y7nHyBTdntbqKGSrj4MHVY6kBgErl,youtube,,,,,,Best Sad Songs that Make You Cry - Romance Music Playlist,PLBO3y7nHyBTdntbqKGSrj4MHVY6kBgErl,7,youtube_playlist,crying music,emotional_sad
,Best Sad Songs that Make You Cry - Romance Music Playlist,Someone Like You,Adele,From YouTube playlist: Best Sad Songs that Make You Cry - Romance Music Playlist. Position 9 in sequence.,,0,medium,https://youtube.com/playlist?list=PLBO3y7nHyBTdntbqKGSrj4MHVY6kBgErl,youtube,,,,,,Best Sad Songs that Make You Cry - Romance Music Playlist,PLBO3y7nHyBTdntbqKGSrj4MHVY6kBgErl,8,youtube_playlist,crying music,emotional_sad
,Best Sad Songs that Make You Cry - Romance Music Playlist,When We Were Young (Live at The Church Studios),Adele,From YouTube playlist: Best Sad Songs that Make You Cry - Romance Music Playlist. Position 10 in sequence.,,0,medium,https://youtube.com/playlist?list=PLBO3y7nHyBTdntbqKGSrj4MHVY6kBgErl,youtube,,,,,,Best Sad Songs that Make You Cry - Romance Music Playlist,PLBO3y7nHyBTdntbqKGSrj4MHVY6kBgErl,9,youtube_playlist,crying music,emotional_sad
